Date,ETH_price,ETH_ret
01/01/2022,3769.697021,-0.010148028
02/01/2022,3829.564941,-0.006842992
03/01/2022,3761.380371,0.007802185
04/01/2022,3794.056641,-0.003756556
05/01/2022,3550.386963,0.02882812
06/01/2022,3418.408203,0.016451768
07/01/2022,3193.210449,0.02959638
08/01/2022,3091.972656,0.013991897
09/01/2022,3157.751465,-0.009142301
10/01/2022,3083.0979,0.01039063
11/01/2022,3238.111572,-0.021304493
12/01/2022,3372.258301,-0.017629024
13/01/2022,3248.288574,0.016266228
14/01/2022,3310.001465,-0.008173582
15/01/2022,3330.530762,-0.002685263
16/01/2022,3350.921875,-0.002650853
17/01/2022,3212.304932,0.018347538
18/01/2022,3164.025146,0.006576838
19/01/2022,3095.825928,0.009463393
20/01/2022,3001.120117,0.013493155
21/01/2022,2557.931641,0.069394444
22/01/2022,2405.181152,0.026741142
23/01/2022,2535.039063,-0.022836864
24/01/2022,2440.352295,0.016532129
25/01/2022,2455.935059,-0.002764352
26/01/2022,2468.030273,-0.002133604
27/01/2022,2440.403809,0.004888788
